Item,Familia,Year,Production_t
Sour cherries,Frutas,2015,1342819.91
Sour cherries,Frutas,2016,1405016.99
Sour cherries,Frutas,2017,1186334.2
Sour cherries,Frutas,2018,1581621.71
Sour cherries,Frutas,2019,1409300.11
Sour cherries,Frutas,2020,1482792.16
Sour cherries,Frutas,2021,1521139.7
Sour cherries,Frutas,2022,1596157.43
Sour cherries,Frutas,2023,1519462.26
Sour cherries,Frutas,2024,1484452.81
Soya beans,Oleaginosas y frutos secos,1961,26883158.0
Soya beans,Oleaginosas y frutos secos,1962,27120148.0
Soya beans,Oleaginosas y frutos secos,1963,28207071.0
Soya beans,Oleaginosas y frutos secos,1964,29079547.0
Soya beans,Oleaginosas y frutos secos,1965,31704923.0
Soya beans,Oleaginosas y frutos secos,1966,36412918.0
Soya beans,Oleaginosas y frutos secos,1967,37933319.0
Soya beans,Oleaginosas y frutos secos,1968,41420481.0
Soya beans,Oleaginosas y frutos secos,1969,41967347.0
Soya beans,Oleaginosas y frutos secos,1970,43696887.0
Soya beans,Oleaginosas y frutos secos,1971,45618769.0
Soya beans,Oleaginosas y frutos secos,1972,47257207.0
Soya beans,Oleaginosas y frutos secos,1973,59267889.0
Soya beans,Oleaginosas y frutos secos,1974,52639832.0
Soya beans,Oleaginosas y frutos secos,1975,64248541.0
Soya beans,Oleaginosas y frutos secos,1976,57399226.0
Soya beans,Oleaginosas y frutos secos,1977,73854802.0
Soya beans,Oleaginosas y frutos secos,1978,75449966.0
Soya beans,Oleaginosas y frutos secos,1979,88698341.0
Soya beans,Oleaginosas y frutos secos,1980,81040368.0
Soya beans,Oleaginosas y frutos secos,1981,88525040.0
Soya beans,Oleaginosas y frutos secos,1982,92121684.0
Soya beans,Oleaginosas y frutos secos,1983,79467061.0
Soya beans,Oleaginosas y frutos secos,1984,90752915.0
Soya beans,Oleaginosas y frutos secos,1985,101156845.0
Soya beans,Oleaginosas y frutos secos,1986,94446350.0
Soya beans,Oleaginosas y frutos secos,1987,100102463.0
Soya beans,Oleaginosas y frutos secos,1988,93521958.0
Soya beans,Oleaginosas y frutos secos,1989,107254261.0
Soya beans,Oleaginosas y frutos secos,1990,108456443.0
Soya beans,Oleaginosas y frutos secos,1991,102848995.24
Soya beans,Oleaginosas y frutos secos,1992,113986117.16
Soya beans,Oleaginosas y frutos secos,1993,115245084.38
Soya beans,Oleaginosas y frutos secos,1994,136356260.92
Soya beans,Oleaginosas y frutos secos,1995,126923181.76
Soya beans,Oleaginosas y frutos secos,1996,130173437.96
Soya beans,Oleaginosas y frutos secos,1997,144323164.33
Soya beans,Oleaginosas y frutos secos,1998,160125821.52
Soya beans,Oleaginosas y frutos secos,1999,157814078.83
Soya beans,Oleaginosas y frutos secos,2000,161312583.2
Soya beans,Oleaginosas y frutos secos,2001,177020742.82
Soya beans,Oleaginosas y frutos secos,2002,180950733.14
Soya beans,Oleaginosas y frutos secos,2003,190573528.04
Soya beans,Oleaginosas y frutos secos,2004,205548134.39
Soya beans,Oleaginosas y frutos secos,2005,214542760.54
Soya beans,Oleaginosas y frutos secos,2006,221552722.46
Soya beans,Oleaginosas y frutos secos,2007,219793274.78
Soya beans,Oleaginosas y frutos secos,2008,231223514.79
Soya beans,Oleaginosas y frutos secos,2009,223380778.78
Soya beans,Oleaginosas y frutos secos,2010,265092201.76
Soya beans,Oleaginosas y frutos secos,2011,261618175.76
Soya beans,Oleaginosas y frutos secos,2012,241376295.57
Soya beans,Oleaginosas y frutos secos,2013,277681481.43
Soya beans,Oleaginosas y frutos secos,2014,306288083.1
Soya beans,Oleaginosas y frutos secos,2015,323308186.88
Soya beans,Oleaginosas y frutos secos,2016,335977763.68
Soya beans,Oleaginosas y frutos secos,2017,357416289.38
Soya beans,Oleaginosas y frutos secos,2018,347660573.53
Soya beans,Oleaginosas y frutos secos,2019,334318491.65
Soya beans,Oleaginosas y frutos secos,2020,357351281.64
Soya beans,Oleaginosas y frutos secos,2021,373108914.37
Soya beans,Oleaginosas y frutos secos,2022,355756517.03
Soya beans,Oleaginosas y frutos secos,2023,370876094.01
Soya beans,Oleaginosas y frutos secos,2024,397671688.56
Spinach,Hortalizas,1961,2961700.0
Spinach,Hortalizas,1962,2458268.0
Spinach,Hortalizas,1963,2419106.0
Spinach,Hortalizas,1964,2251349.0
Spinach,Hortalizas,1965,2320875.0
Spinach,Hortalizas,1966,2383003.0
Spinach,Hortalizas,1967,2439140.0
Spinach,Hortalizas,1968,2511819.0
Spinach,Hortalizas,1969,2616885.0
Spinach,Hortalizas,1970,2285976.0
Spinach,Hortalizas,1971,2444157.0
Spinach,Hortalizas,1972,2336287.0
Spinach,Hortalizas,1973,2480273.0
Spinach,Hortalizas,1974,2495009.0
Spinach,Hortalizas,1975,2565865.0
Spinach,Hortalizas,1976,2573652.0
Spinach,Hortalizas,1977,2778023.0
Spinach,Hortalizas,1978,3331680.0
Spinach,Hortalizas,1979,2921011.0
Spinach,Hortalizas,1980,2903616.0
Spinach,Hortalizas,1981,3206770.0
Spinach,Hortalizas,1982,3395307.0
Spinach,Hortalizas,1983,3415355.0
Spinach,Hortalizas,1984,3493693.0
Spinach,Hortalizas,1985,3593874.0
Spinach,Hortalizas,1986,3624219.0
Spinach,Hortalizas,1987,3661133.0
Spinach,Hortalizas,1988,3748372.0
Spinach,Hortalizas,1989,3841736.0
Spinach,Hortalizas,1990,4068955.0
Spinach,Hortalizas,1991,4367234.92
Spinach,Hortalizas,1992,4451159.51
Spinach,Hortalizas,1993,5141290.44
Spinach,Hortalizas,1994,5995133.39
Spinach,Hortalizas,1995,6210277.97
Spinach,Hortalizas,1996,7152726.36
Spinach,Hortalizas,1997,7306059.28
Spinach,Hortalizas,1998,7419903.88
Spinach,Hortalizas,1999,7650248.46
Spinach,Hortalizas,2000,9531755.36
Spinach,Hortalizas,2001,10162630.63
Spinach,Hortalizas,2002,11451792.7
Spinach,Hortalizas,2003,12551844.2
Spinach,Hortalizas,2004,13365800.82
Spinach,Hortalizas,2005,14210529.0
Spinach,Hortalizas,2006,14967037.99
Spinach,Hortalizas,2007,16141297.56
Spinach,Hortalizas,2008,18877563.38
Spinach,Hortalizas,2009,19801638.68
Spinach,Hortalizas,2010,20346150.67
Spinach,Hortalizas,2011,21193848.17
Spinach,Hortalizas,2012,22155914.51
Spinach,Hortalizas,2013,23285483.17
Spinach,Hortalizas,2014,24282053.77
Spinach,Hortalizas,2015,25582664.93
Spinach,Hortalizas,2016,26716144.52
Spinach,Hortalizas,2017,27818130.18
Spinach,Hortalizas,2018,28976365.46
Spinach,Hortalizas,2019,30101117.71
Spinach,Hortalizas,2020,31257991.67
Spinach,Hortalizas,2021,32426437.83
Spinach,Hortalizas,2022,33191359.8
Spinach,Hortalizas,2023,34106186.88
Spinach,Hortalizas,2024,30717390.61
Strawberries,Frutas,1961,754516.0
Strawberries,Frutas,1962,737267.0
Strawberries,Frutas,1963,785138.0
Strawberries,Frutas,1964,912792.0
Strawberries,Frutas,1965,956733.0
Strawberries,Frutas,1966,1103519.0
Strawberries,Frutas,1967,1164297.0
Strawberries,Frutas,1968,1152261.0
Strawberries,Frutas,1969,1126378.0
Strawberries,Frutas,1970,1232747.0
Strawberries,Frutas,1971,1215300.0
Strawberries,Frutas,1972,1172859.0
Strawberries,Frutas,1973,1341924.0
Strawberries,Frutas,1974,1386516.0
Strawberries,Frutas,1975,1318064.0
Strawberries,Frutas,1976,1359716.0
Strawberries,Frutas,1977,1535265.0
Strawberries,Frutas,1978,1681937.0
Strawberries,Frutas,1979,1729296.0
Strawberries,Frutas,1980,1795525.0
Strawberries,Frutas,1981,1751007.0
Strawberries,Frutas,1982,1859679.0
Strawberries,Frutas,1983,1871421.0
Strawberries,Frutas,1984,1912388.0
Strawberries,Frutas,1985,2024796.0
Strawberries,Frutas,1986,2104502.0
Strawberries,Frutas,1987,2436289.0
Strawberries,Frutas,1988,2383006.0
Strawberries,Frutas,1989,2461058.0
Strawberries,Frutas,1990,2462167.0
Strawberries,Frutas,1991,2493874.17
Strawberries,Frutas,1992,2515113.25
Strawberries,Frutas,1993,3291084.92
Strawberries,Frutas,1994,3491955.83
Strawberries,Frutas,1995,3684705.47
Strawberries,Frutas,1996,3698293.71
Strawberries,Frutas,1997,3776157.37
Strawberries,Frutas,1998,3979198.94
Strawberries,Frutas,1999,4402247.6
Strawberries,Frutas,2000,4578581.0
Strawberries,Frutas,2001,4579266.63
Strawberries,Frutas,2002,4728992.84
Strawberries,Frutas,2003,5157995.52
Strawberries,Frutas,2004,5611343.42
Strawberries,Frutas,2005,5850997.12
Strawberries,Frutas,2006,5928200.17
Strawberries,Frutas,2007,5784406.07
Strawberries,Frutas,2008,6113503.7
Strawberries,Frutas,2009,6536528.88
Strawberries,Frutas,2010,6298391.68
Strawberries,Frutas,2011,6393434.22
Strawberries,Frutas,2012,6991693.42
Strawberries,Frutas,2013,7455995.89
Strawberries,Frutas,2014,7656729.09
Strawberries,Frutas,2015,8250881.77
Strawberries,Frutas,2016,8067609.75
Strawberries,Frutas,2017,8257032.83
Strawberries,Frutas,2018,8568425.04
Strawberries,Frutas,2019,9129017.84
Strawberries,Frutas,2020,9080554.71
Strawberries,Frutas,2021,9809171.69
Strawberries,Frutas,2022,10274276.7
Strawberries,Frutas,2023,10751586.3
Strawberries,Frutas,2024,10728811.41
Sugar beet,Cultivos azucareros,1961,160501987.0
Sugar beet,Cultivos azucareros,1962,149172711.0
Sugar beet,Cultivos azucareros,1963,164975629.0
Sugar beet,Cultivos azucareros,1964,216206931.0
Sugar beet,Cultivos azucareros,1965,197376224.0
Sugar beet,Cultivos azucareros,1966,212270253.0
Sugar beet,Cultivos azucareros,1967,233455177.0
Sugar beet,Cultivos azucareros,1968,248856658.0
Sugar beet,Cultivos azucareros,1969,216920772.0
Sugar beet,Cultivos azucareros,1970,224251952.0
Sugar beet,Cultivos azucareros,1971,227540795.0
Sugar beet,Cultivos azucareros,1972,240336963.0
Sugar beet,Cultivos azucareros,1973,250104320.0
Sugar beet,Cultivos azucareros,1974,234922029.0
Sugar beet,Cultivos azucareros,1975,251310276.0
Sugar beet,Cultivos azucareros,1976,296408369.0
Sugar beet,Cultivos azucareros,1977,288582476.0
Sugar beet,Cultivos azucareros,1978,282834069.0
Sugar beet,Cultivos azucareros,1979,262752809.0
Sugar beet,Cultivos azucareros,1980,267856451.0
Sugar beet,Cultivos azucareros,1981,287840286.0
Sugar beet,Cultivos azucareros,1982,291773194.0
Sugar beet,Cultivos azucareros,1983,274395485.0
Sugar beet,Cultivos azucareros,1984,296351939.0
Sugar beet,Cultivos azucareros,1985,284155160.0
Sugar beet,Cultivos azucareros,1986,286334048.0
Sugar beet,Cultivos azucareros,1987,299751636.0
Sugar beet,Cultivos azucareros,1988,293570876.0
Sugar beet,Cultivos azucareros,1989,314402899.0
Sugar beet,Cultivos azucareros,1990,309038333.93
Sugar beet,Cultivos azucareros,1991,285129012.83
Sugar beet,Cultivos azucareros,1992,281711849.96
Sugar beet,Cultivos azucareros,1993,282190590.11
Sugar beet,Cultivos azucareros,1994,254453795.8
Sugar beet,Cultivos azucareros,1995,264504903.11
Sugar beet,Cultivos azucareros,1996,264461343.35
Sugar beet,Cultivos azucareros,1997,267973956.02
Sugar beet,Cultivos azucareros,1998,263032521.99
Sugar beet,Cultivos azucareros,1999,260565420.2
Sugar beet,Cultivos azucareros,2000,250076145.77
Sugar beet,Cultivos azucareros,2001,230254845.29
Sugar beet,Cultivos azucareros,2002,259549098.63
Sugar beet,Cultivos azucareros,2003,232643613.57
Sugar beet,Cultivos azucareros,2004,251526203.87
Sugar beet,Cultivos azucareros,2005,253676279.54
Sugar beet,Cultivos azucareros,2006,253961161.22
Sugar beet,Cultivos azucareros,2007,246902403.83
Sugar beet,Cultivos azucareros,2008,221098438.52
Sugar beet,Cultivos azucareros,2009,227971370.66
Sugar beet,Cultivos azucareros,2010,228366808.59
Sugar beet,Cultivos azucareros,2011,278760084.48
Sugar beet,Cultivos azucareros,2012,269561139.54
Sugar beet,Cultivos azucareros,2013,247624316.49
Sugar beet,Cultivos azucareros,2014,270249850.5
Sugar beet,Cultivos azucareros,2015,240323040.89
Sugar beet,Cultivos azucareros,2016,278817623.48
Sugar beet,Cultivos azucareros,2017,313976243.11
Sugar beet,Cultivos azucareros,2018,273429313.42
Sugar beet,Cultivos azucareros,2019,280730754.42
Sugar beet,Cultivos azucareros,2020,250449290.08
Sugar beet,Cultivos azucareros,2021,269005730.42
Sugar beet,Cultivos azucareros,2022,260004005.25
Sugar beet,Cultivos azucareros,2023,283107258.98
Sugar beet,Cultivos azucareros,2024,293624598.05
Sunflower seed,Oleaginosas y frutos secos,1961,6817064.0
Sunflower seed,Oleaginosas y frutos secos,1962,7208937.0
Sunflower seed,Oleaginosas y frutos secos,1963,6600283.0
Sunflower seed,Oleaginosas y frutos secos,1964,8410490.0
Sunflower seed,Oleaginosas y frutos secos,1965,7985294.0
Sunflower seed,Oleaginosas y frutos secos,1966,9231364.0
Sunflower seed,Oleaginosas y frutos secos,1967,10015543.0
Sunflower seed,Oleaginosas y frutos secos,1968,10017913.0
Sunflower seed,Oleaginosas y frutos secos,1969,9914442.0
Sunflower seed,Oleaginosas y frutos secos,1970,10045716.0
Sunflower seed,Oleaginosas y frutos secos,1971,9981621.0
Sunflower seed,Oleaginosas y frutos secos,1972,9814324.0
Sunflower seed,Oleaginosas y frutos secos,1973,12355919.0
Sunflower seed,Oleaginosas y frutos secos,1974,11252508.0
Sunflower seed,Oleaginosas y frutos secos,1975,9873560.0
Sunflower seed,Oleaginosas y frutos secos,1976,10469009.0
Sunflower seed,Oleaginosas y frutos secos,1977,12317522.0
Sunflower seed,Oleaginosas y frutos secos,1978,13303452.0
Sunflower seed,Oleaginosas y frutos secos,1979,15256227.0
Sunflower seed,Oleaginosas y frutos secos,1980,13656326.0
Sunflower seed,Oleaginosas y frutos secos,1981,14337102.0
Sunflower seed,Oleaginosas y frutos secos,1982,16456725.0
Sunflower seed,Oleaginosas y frutos secos,1983,15728491.0
Sunflower seed,Oleaginosas y frutos secos,1984,16628369.0
Sunflower seed,Oleaginosas y frutos secos,1985,18860156.0
Sunflower seed,Oleaginosas y frutos secos,1986,20791677.0
Sunflower seed,Oleaginosas y frutos secos,1987,20609975.0
Sunflower seed,Oleaginosas y frutos secos,1988,20574577.0
Sunflower seed,Oleaginosas y frutos secos,1989,21409896.0
Sunflower seed,Oleaginosas y frutos secos,1990,22705559.0
Sunflower seed,Oleaginosas y frutos secos,1991,22683850.34
Sunflower seed,Oleaginosas y frutos secos,1992,22168576.49
Sunflower seed,Oleaginosas y frutos secos,1993,20103790.5
Sunflower seed,Oleaginosas y frutos secos,1994,21984625.14
Sunflower seed,Oleaginosas y frutos secos,1995,26470620.28
Sunflower seed,Oleaginosas y frutos secos,1996,24902253.05
Sunflower seed,Oleaginosas y frutos secos,1997,23651384.2
Sunflower seed,Oleaginosas y frutos secos,1998,25133271.21
Sunflower seed,Oleaginosas y frutos secos,1999,29493879.79
Sunflower seed,Oleaginosas y frutos secos,2000,26633292.3
Sunflower seed,Oleaginosas y frutos secos,2001,20463084.64
Sunflower seed,Oleaginosas y frutos secos,2002,24499373.28
Sunflower seed,Oleaginosas y frutos secos,2003,27582965.04
Sunflower seed,Oleaginosas y frutos secos,2004,26015312.21
Sunflower seed,Oleaginosas y frutos secos,2005,30548914.9
Sunflower seed,Oleaginosas y frutos secos,2006,31919211.54
Sunflower seed,Oleaginosas y frutos secos,2007,26360782.05
Sunflower seed,Oleaginosas y frutos secos,2008,36501836.32
Sunflower seed,Oleaginosas y frutos secos,2009,33001713.71
Sunflower seed,Oleaginosas y frutos secos,2010,31634437.51
Sunflower seed,Oleaginosas y frutos secos,2011,40210912.43
Sunflower seed,Oleaginosas y frutos secos,2012,36327630.44
Sunflower seed,Oleaginosas y frutos secos,2013,43482851.87
Sunflower seed,Oleaginosas y frutos secos,2014,40659984.87
Sunflower seed,Oleaginosas y frutos secos,2015,42362502.22
Sunflower seed,Oleaginosas y frutos secos,2016,47555026.9
Sunflower seed,Oleaginosas y frutos secos,2017,48598542.98
Sunflower seed,Oleaginosas y frutos secos,2018,51919129.17
Sunflower seed,Oleaginosas y frutos secos,2019,56392532.64
Sunflower seed,Oleaginosas y frutos secos,2020,50030989.55
Sunflower seed,Oleaginosas y frutos secos,2021,57473718.92
Sunflower seed,Oleaginosas y frutos secos,2022,53274287.73
Sunflower seed,Oleaginosas y frutos secos,2023,58277251.53
Sunflower seed,Oleaginosas y frutos secos,2024,52216783.45
Sweet potatoes,Raices y tuberculos,1961,98188859.0
Sweet potatoes,Raices y tuberculos,1962,105286847.0
Sweet potatoes,Raices y tuberculos,1963,98004838.0
Sweet potatoes,Raices y tuberculos,1964,93374332.0
Sweet potatoes,Raices y tuberculos,1965,108374828.0
Sweet potatoes,Raices y tuberculos,1966,119683545.0
Sweet potatoes,Raices y tuberculos,1967,118611428.0
Sweet potatoes,Raices y tuberculos,1968,118094459.0
Sweet potatoes,Raices y tuberculos,1969,126157650.0
Sweet potatoes,Raices y tuberculos,1970,136504392.0
Sweet potatoes,Raices y tuberculos,1971,127249534.0
Sweet potatoes,Raices y tuberculos,1972,121464134.0
Sweet potatoes,Raices y tuberculos,1973,152861869.0
Sweet potatoes,Raices y tuberculos,1974,137260768.0
Sweet potatoes,Raices y tuberculos,1975,141311016.0
Sweet potatoes,Raices y tuberculos,1976,133318676.0
Sweet potatoes,Raices y tuberculos,1977,143104112.0
Sweet potatoes,Raices y tuberculos,1978,151854146.0
Sweet potatoes,Raices y tuberculos,1979,137931947.0
Sweet potatoes,Raices y tuberculos,1980,137865675.0
Sweet potatoes,Raices y tuberculos,1981,125540040.0
Sweet potatoes,Raices y tuberculos,1982,129430308.0
Sweet potatoes,Raices y tuberculos,1983,137942406.0
Sweet potatoes,Raices y tuberculos,1984,133033122.0
Sweet potatoes,Raices y tuberculos,1985,122993609.0
Sweet potatoes,Raices y tuberculos,1986,120948547.0
Sweet potatoes,Raices y tuberculos,1987,133649063.0
Sweet potatoes,Raices y tuberculos,1988,121959523.0
Sweet potatoes,Raices y tuberculos,1989,123716185.0
Sweet potatoes,Raices y tuberculos,1990,122766958.14
Sweet potatoes,Raices y tuberculos,1991,123703954.45
Sweet potatoes,Raices y tuberculos,1992,123233311.23
Sweet potatoes,Raices y tuberculos,1993,131542303.09
Sweet potatoes,Raices y tuberculos,1994,125484813.58
Sweet potatoes,Raices y tuberculos,1995,135994999.56
Sweet potatoes,Raices y tuberculos,1996,141997440.01
Sweet potatoes,Raices y tuberculos,1997,121320672.98
Sweet potatoes,Raices y tuberculos,1998,134820450.09
Sweet potatoes,Raices y tuberculos,1999,147232049.32
Sweet potatoes,Raices y tuberculos,2000,139729219.08
Sweet potatoes,Raices y tuberculos,2001,136158595.5
Sweet potatoes,Raices y tuberculos,2002,136768853.37
Sweet potatoes,Raices y tuberculos,2003,130971381.87
Sweet potatoes,Raices y tuberculos,2004,130768258.73
Sweet potatoes,Raices y tuberculos,2005,127800537.36
Sweet potatoes,Raices y tuberculos,2006,106727701.9
Sweet potatoes,Raices y tuberculos,2007,101293306.57
Sweet potatoes,Raices y tuberculos,2008,103298445.67
Sweet potatoes,Raices y tuberculos,2009,96292258.22
Sweet potatoes,Raices y tuberculos,2010,94029500.17
Sweet potatoes,Raices y tuberculos,2011,95104646.38
Sweet potatoes,Raices y tuberculos,2012,90882644.32
Sweet potatoes,Raices y tuberculos,2013,90366623.19
Sweet potatoes,Raices y tuberculos,2014,93802074.44
Sweet potatoes,Raices y tuberculos,2015,92710644.99
Sweet potatoes,Raices y tuberculos,2016,90561590.49
Sweet potatoes,Raices y tuberculos,2017,93376041.15
Sweet potatoes,Raices y tuberculos,2018,92119174.76
Sweet potatoes,Raices y tuberculos,2019,89705589.84
Sweet potatoes,Raices y tuberculos,2020,91548328.43
Sweet potatoes,Raices y tuberculos,2021,92120147.24
Sweet potatoes,Raices y tuberculos,2022,90026874.82
Sweet potatoes,Raices y tuberculos,2023,89943292.66
Sweet potatoes,Raices y tuberculos,2024,90930337.83
"Tangerines, mandarins, clementines",Frutas,1961,2840347.0
"Tangerines, mandarins, clementines",Frutas,1962,2868715.0
"Tangerines, mandarins, clementines",Frutas,1963,3012331.0
"Tangerines, mandarins, clementines",Frutas,1964,3472637.0
"Tangerines, mandarins, clementines",Frutas,1965,3609574.0
"Tangerines, mandarins, clementines",Frutas,1966,4486412.0
"Tangerines, mandarins, clementines",Frutas,1967,4431299.0
"Tangerines, mandarins, clementines",Frutas,1968,5258955.0
"Tangerines, mandarins, clementines",Frutas,1969,5191852.0
"Tangerines, mandarins, clementines",Frutas,1970,5914738.0
"Tangerines, mandarins, clementines",Frutas,1971,6098186.0
"Tangerines, mandarins, clementines",Frutas,1972,7516142.0
"Tangerines, mandarins, clementines",Frutas,1973,7466754.0
"Tangerines, mandarins, clementines",Frutas,1974,7620716.0
"Tangerines, mandarins, clementines",Frutas,1975,8136777.0
"Tangerines, mandarins, clementines",Frutas,1976,7591428.0
"Tangerines, mandarins, clementines",Frutas,1977,8251029.0
"Tangerines, mandarins, clementines",Frutas,1978,8156816.0
"Tangerines, mandarins, clementines",Frutas,1979,8846420.0
"Tangerines, mandarins, clementines",Frutas,1980,8661389.0
"Tangerines, mandarins, clementines",Frutas,1981,8644669.0
"Tangerines, mandarins, clementines",Frutas,1982,9332129.0
"Tangerines, mandarins, clementines",Frutas,1983,10052932.0
"Tangerines, mandarins, clementines",Frutas,1984,8609655.0
"Tangerines, mandarins, clementines",Frutas,1985,10026789.0
"Tangerines, mandarins, clementines",Frutas,1986,10543592.0
"Tangerines, mandarins, clementines",Frutas,1987,11569548.0
"Tangerines, mandarins, clementines",Frutas,1988,10789702.0
"Tangerines, mandarins, clementines",Frutas,1989,13064341.0
"Tangerines, mandarins, clementines",Frutas,1990,12550086.0
"Tangerines, mandarins, clementines",Frutas,1991,14975216.14
"Tangerines, mandarins, clementines",Frutas,1992,15306646.07
"Tangerines, mandarins, clementines",Frutas,1993,15952006.81
"Tangerines, mandarins, clementines",Frutas,1994,17637368.07
"Tangerines, mandarins, clementines",Frutas,1995,18387334.63
"Tangerines, mandarins, clementines",Frutas,1996,18615760.52
"Tangerines, mandarins, clementines",Frutas,1997,22444285.79
"Tangerines, mandarins, clementines",Frutas,1998,20609319.93
"Tangerines, mandarins, clementines",Frutas,1999,23351705.82
"Tangerines, mandarins, clementines",Frutas,2000,21600406.7
"Tangerines, mandarins, clementines",Frutas,2001,23854310.76
"Tangerines, mandarins, clementines",Frutas,2002,24291896.3
"Tangerines, mandarins, clementines",Frutas,2003,24491844.36
"Tangerines, mandarins, clementines",Frutas,2004,26245072.89
"Tangerines, mandarins, clementines",Frutas,2005,27134833.55
"Tangerines, mandarins, clementines",Frutas,2006,29151478.27
"Tangerines, mandarins, clementines",Frutas,2007,22994501.43
"Tangerines, mandarins, clementines",Frutas,2008,24626178.28
"Tangerines, mandarins, clementines",Frutas,2009,25657849.09
"Tangerines, mandarins, clementines",Frutas,2010,27829095.46
"Tangerines, mandarins, clementines",Frutas,2011,32195074.25
"Tangerines, mandarins, clementines",Frutas,2012,32651134.54
"Tangerines, mandarins, clementines",Frutas,2013,33421087.74
"Tangerines, mandarins, clementines",Frutas,2014,36244848.42
"Tangerines, mandarins, clementines",Frutas,2015,38567878.61
"Tangerines, mandarins, clementines",Frutas,2016,38030662.23
"Tangerines, mandarins, clementines",Frutas,2017,38737412.54
"Tangerines, mandarins, clementines",Frutas,2018,41114011.84
"Tangerines, mandarins, clementines",Frutas,2019,46999125.08
"Tangerines, mandarins, clementines",Frutas,2020,47071912.49
"Tangerines, mandarins, clementines",Frutas,2021,50608450.41
"Tangerines, mandarins, clementines",Frutas,2022,52167707.62
"Tangerines, mandarins, clementines",Frutas,2023,52833869.75
"Tangerines, mandarins, clementines",Frutas,2024,51917893.39
Tea leaves,Estimulantes y especias,1961,983785.0
Tea leaves,Estimulantes y especias,1962,987350.0
Tea leaves,Estimulantes y especias,1963,1021949.0
Tea leaves,Estimulantes y especias,1964,1063199.0
Tea leaves,Estimulantes y especias,1965,1092631.0
Tea leaves,Estimulantes y especias,1966,1144061.0
Tea leaves,Estimulantes y especias,1967,1161581.0
Tea leaves,Estimulantes y especias,1968,1216441.0
Tea leaves,Estimulantes y especias,1969,1238984.0
Tea leaves,Estimulantes y especias,1970,1286757.0
Tea leaves,Estimulantes y especias,1971,1308424.0
Tea leaves,Estimulantes y especias,1972,1405269.0
Tea leaves,Estimulantes y especias,1973,1465134.0
Tea leaves,Estimulantes y especias,1974,1492601.0
Tea leaves,Estimulantes y especias,1975,1549347.0
Tea leaves,Estimulantes y especias,1976,1591872.0
Tea leaves,Estimulantes y especias,1977,1771000.0
Tea leaves,Estimulantes y especias,1978,1805757.0
Tea leaves,Estimulantes y especias,1979,1834132.0
Tea leaves,Estimulantes y especias,1980,1893527.0
Tea leaves,Estimulantes y especias,1981,1885907.0
Tea leaves,Estimulantes y especias,1982,1961781.0
Tea leaves,Estimulantes y especias,1983,2062325.0
Tea leaves,Estimulantes y especias,1984,2202636.0
Tea leaves,Estimulantes y especias,1985,2307534.0
Tea leaves,Estimulantes y especias,1986,2293102.0
Tea leaves,Estimulantes y especias,1987,2358977.0
Tea leaves,Estimulantes y especias,1988,2448034.0
Tea leaves,Estimulantes y especias,1989,2472861.0
Tea leaves,Estimulantes y especias,1990,2524670.0
Tea leaves,Estimulantes y especias,1991,10756456.73
Tea leaves,Estimulantes y especias,1992,10658086.58
Tea leaves,Estimulantes y especias,1993,11077657.45
Tea leaves,Estimulantes y especias,1994,11189104.73
Tea leaves,Estimulantes y especias,1995,11228324.91
Tea leaves,Estimulantes y especias,1996,11575937.84
Tea leaves,Estimulantes y especias,1997,11931361.47
Tea leaves,Estimulantes y especias,1998,12929484.12
Tea leaves,Estimulantes y especias,1999,13293503.8
Tea leaves,Estimulantes y especias,2000,12818987.79
Tea leaves,Estimulantes y especias,2001,13358790.45
Tea leaves,Estimulantes y especias,2002,13673659.3
Tea leaves,Estimulantes y especias,2003,13925084.53
Tea leaves,Estimulantes y especias,2004,14823848.74
Tea leaves,Estimulantes y especias,2005,15616992.93
Tea leaves,Estimulantes y especias,2006,15871804.91
Tea leaves,Estimulantes y especias,2007,17056338.9
Tea leaves,Estimulantes y especias,2008,17512599.79
Tea leaves,Estimulantes y especias,2009,17645122.97
Tea leaves,Estimulantes y especias,2010,19623762.81
Tea leaves,Estimulantes y especias,2011,20644563.46
Tea leaves,Estimulantes y especias,2012,21564284.04
Tea leaves,Estimulantes y especias,2013,22803768.42
Tea leaves,Estimulantes y especias,2014,23813790.22
Tea leaves,Estimulantes y especias,2015,24578637.04
Tea leaves,Estimulantes y especias,2016,24992818.52
Tea leaves,Estimulantes y especias,2017,25938138.41
Tea leaves,Estimulantes y especias,2018,27178832.9
Tea leaves,Estimulantes y especias,2019,27820718.1
Tea leaves,Estimulantes y especias,2020,29173153.18
Tea leaves,Estimulantes y especias,2021,30573470.41
Tea leaves,Estimulantes y especias,2022,30533778.06
Tea leaves,Estimulantes y especias,2023,31398474.02
Tea leaves,Estimulantes y especias,2024,32728930.55
Tomatoes,Hortalizas,1961,27617314.0
Tomatoes,Hortalizas,1962,29132305.0
Tomatoes,Hortalizas,1963,28154910.0
Tomatoes,Hortalizas,1964,29826854.0
Tomatoes,Hortalizas,1965,30459820.0
Tomatoes,Hortalizas,1966,31780432.0
Tomatoes,Hortalizas,1967,33460075.0
Tomatoes,Hortalizas,1968,35330981.0
Tomatoes,Hortalizas,1969,34562117.0
Tomatoes,Hortalizas,1970,35884058.0
Tomatoes,Hortalizas,1971,37720308.0
Tomatoes,Hortalizas,1972,38448334.0
